hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,revenue
City Hotel,0,62,2015,September,40,27,4,5,2,0,0,BB,USA,Online TA,TA/TO,A,A,0,No Deposit,Contract,131.51,0,3,9,1183.59
City Hotel,1,90,2015,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,90,2015,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,90,2015,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,90,2015,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,90,2015,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,96,2015,September,40,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient-Party,138.0,0,0,2,276.0
City Hotel,1,96,2015,September,40,28,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient,123.5,0,0,2,247.0
City Hotel,1,96,2015,September,40,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient-Party,138.0,0,0,2,276.0
City Hotel,1,96,2015,September,40,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,1,No Deposit,Transient-Party,138.0,0,0,2,276.0
City Hotel,1,96,2015,September,40,28,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient-Party,123.5,0,0,2,247.0
City Hotel,1,96,2015,September,40,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,E,E,0,No Deposit,Transient-Party,138.0,0,0,2,276.0
City Hotel,0,193,2015,September,40,28,1,3,2,0,0,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,149.81,0,1,4,599.24
City Hotel,0,27,2015,September,40,28,1,3,2,0,0,BB,BEL,Online TA,TA/TO,A,A,0,No Deposit,Contract,149.88,0,0,4,599.52
City Hotel,0,19,2015,September,40,28,1,4,2,0,1,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,146.8,1,2,5,734.0
City Hotel,0,4,2015,September,40,28,1,2,1,0,0,BB,FRA,Corporate,Direct,A,A,0,No Deposit,Transient,95.0,0,1,3,285.0
City Hotel,1,39,2015,September,40,29,0,1,1,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,250.0,0,0,1,250.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,1,68,2015,September,40,29,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,0.0,0,0,2,0.0
City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,48.0,0,0,2,96.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,48.0,0,0,2,96.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,1,68,2015,September,40,29,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,58.0,0,0,2,116.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,0.0,0,0,2,0.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,48.0,0,0,2,96.0
City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,48.0,0,0,2,96.0
City Hotel,0,68,2015,September,40,29,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,1,No Deposit,Transient-Party,49.5,0,0,2,99.0
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,65.0,0,0,2,130.0
City Hotel,0,28,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,133.17,0,0,3,399.51
City Hotel,0,28,2015,September,40,29,0,4,2,0,0,BB,IRL,Online TA,TA/TO,A,A,0,No Deposit,Transient,96.36,0,1,4,385.44
City Hotel,1,21,2015,September,40,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,133.5,0,0,4,534.0
City Hotel,0,35,2015,September,40,29,0,4,2,0,0,BB,GBR,Online TA,TA/TO,D,D,0,No Deposit,Transient,92.33,0,1,4,369.32
City Hotel,1,20,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,136.67,0,2,3,410.01
City Hotel,1,20,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,136.67,0,2,3,410.01
City Hotel,0,0,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,90.6,0,0,1,90.6
City Hotel,1,78,2015,September,40,30,0,1,1,0,0,BB,PRT,Online TA,TA/TO,A,A,1,No Deposit,Transient,62.18,0,2,1,62.18
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,D,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,42,2015,September,40,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,86.4,0,1,1,86.4
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,56.1,0,0,1,56.1
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,69,2015,September,40,30,0,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,A,A,0,No Deposit,Contract,71.4,0,0,1,71.4
City Hotel,0,4,2015,September,40,30,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,A,D,1,No Deposit,Transient-Party,90.6,0,0,1,90.6
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,112.2,0,0,1,112.2
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,0,83,2015,September,40,30,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,90.6,0,0,1,90.6
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,A,A,0,Non Refund,Transient,170.0,0,0,1,170.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,0,21,2015,September,40,30,0,2,2,0,0,BB,GBR,Direct,Direct,A,A,0,No Deposit,Transient,105.0,0,0,2,210.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,28,2015,September,40,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Contract,105.0,0,1,2,210.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,0,29,2015,September,40,30,0,2,1,0,0,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Contract,90.25,0,2,2,180.5
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,0,29,2015,September,40,30,0,2,1,0,0,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Contract,90.25,0,2,2,180.5
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,0,85,2015,September,40,30,0,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,125.0,0,0,3,375.0
City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,108.0,0,0,2,216.0
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,0,Non Refund,Transient,121.0,0,0,2,242.0
City Hotel,0,23,2015,September,40,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,A,E,0,No Deposit,Contract,111.33,0,1,3,333.99
City Hotel,0,85,2015,September,40,30,0,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,125.0,0,0,3,375.0
City Hotel,0,85,2015,September,40,30,0,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,125.0,0,0,3,375.0
City Hotel,0,85,2015,September,40,30,0,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,125.0,0,0,3,375.0
City Hotel,0,85,2015,September,40,30,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,100.0,0,0,3,300.0
City Hotel,0,85,2015,September,40,30,0,3,1,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,1,No Deposit,Transient-Party,100.0,0,0,3,300.0
City Hotel,0,23,2015,September,40,30,0,4,2,0,0,BB,SWE,Online TA,TA/TO,D,D,0,No Deposit,Transient,116.03,0,1,4,464.12
City Hotel,0,152,2015,September,40,30,0,4,2,0,0,SC,AUS,Online TA,TA/TO,A,A,0,No Deposit,Transient,84.52,0,0,4,338.08
City Hotel,0,40,2015,September,40,30,1,4,2,0,0,BB,ESP,Online TA,TA/TO,A,A,0,No Deposit,Transient,75.53,1,1,5,377.65
City Hotel,0,51,2015,September,40,30,2,6,1,0,0,BB,USA,Online TA,TA/TO,A,A,0,No Deposit,Transient,69.12,0,1,8,552.96
City Hotel,0,85,2015,September,40,30,0,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,A,A,0,No Deposit,Transient-Party,125.0,0,0,3,375.0
City Hotel,0,41,2015,October,40,1,0,2,2,0,0,BB,BRA,Online TA,TA/TO,A,A,0,No Deposit,Contract,103.05,0,0,2,206.1
City Hotel,0,22,2015,October,40,1,0,2,2,0,0,BB,DEU,Online TA,TA/TO,A,A,0,No Deposit,Transient,88.17,0,1,2,176.34
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,CHE,Online TA,TA/TO,A,A,0,No Deposit,Group,79.35,0,1,2,158.7
City Hotel,0,33,2015,October,40,1,0,2,2,0,0,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Group,79.35,0,1,2,158.7
City Hotel,1,33,2015,October,40,1,0,2,2,0,0,BB,PRT,Direct,Direct,A,A,0,No Deposit,Transient,79.35,0,1,2,158.7
City Hotel,0,22,2015,October,40,1,0,3,2,0,0,BB,ITA,Online TA,TA/TO,A,A,0,No Deposit,Contract,127.0,0,1,3,381.0
City Hotel,0,48,2015,October,40,1,0,3,2,0,0,BB,SWE,Online TA,TA/TO,A,A,0,No Deposit,Contract,105.9,0,1,3,317.70000000000005
City Hotel,0,47,2015,October,40,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,A,A,0,No Deposit,Transient,103.05,0,1,4,412.2
City Hotel,0,47,2015,October,40,1,1,3,2,0,0,BB,NLD,Online TA,TA/TO,A,A,0,No Deposit,Transient,103.05,0,2,4,412.2
